filter_company,date,filter_employee_title,filter_city,filter_country,employee_status,review_title,weight,metric_rating_overall,metric_rating_balance,metric_rating_culture,metric_rating_career,metric_rating_comp,metric_rating_mgmt,review_title_knowledge,review_title_power,review_title_respect,review_title_trust,review_title_social_support,review_title_romance,review_title_similarity,review_title_identity,metric_review_title_fun,review_title_conflict,pros_knowledge,pros_power,pros_respect,pros_trust,pros_social_support,pros_romance,pros_similarity,pros_identity,pros_fun,pros_conflict,cons_knowledge,cons_power,cons_respect,cons_trust,cons_social_support,cons_romance,cons_similarity,cons_identity,cons_fun,cons_conflict
starbucks,2019-11,Store Manager,"London, England",United Kingdom,Current Employee,No work/life balance and not much opportunities in UK to progress in the company,3,3,1,4,1,3,1,0.7651694417,0.6339561343,0.2655100822,1.35E-06,0.5821294785,0.01236210298,0.2751366198,0.44138363,0.3007246554,0.03820897266,0.9462195039,0.7279850245,0.3368323445,0.8791755438,0.2175569087,0.002057388192,0.04506652802,0.3621070683,0.390525341,0.01615331322,0.9878904819,0.9235578179,0.08431513608,8.47E-07,0.06553091854,0.00228928728,0.008573626168,0.3257967234,0.3245942891,0.2189965397
starbucks,2019-11,Barista,"Manchester, England",United Kingdom,Former Employee,Fast paced but bad management.,3,2,2,3,3,3,1,0.5550433397,0.4191946387,0.2771151364,0.3724956214,0.3534114659,0.008162430488,0.5494748354,0.4959610105,0.757578671,0.5822831988,0.9578610659,0.01144144312,0.04479472339,5.79E-07,0.08595196903,0.0002212688705,0.9438068271,0.23782745,0.6900209188,0.05622593313,0.9953385592,0.9814475775,0.03675047308,5.73E-07,0.0009576538578,0.05506539717,0.9970531464,0.1308167726,0.09354649484,0.001654192572
starbucks,2019-11,Manager,"Edinburgh, Scotland",United Kingdom,Current Employee,"great place to work, lovely staff",2,4,5,5,5,5,5,0.3872900605,0.2872538269,0.7310239673,0.6579556465,0.7392909527,0.4390422404,0.5127057433,0.4084711969,0.6699905992,0.02891183645,0.2359943837,0.1828791499,0.7836751342,0.7338556051,0.5438334942,0.6950717568,0.5100620985,0.3613186181,0.7890017033,0.0874588415,0.5851364136,0.5494728088,0.5323377252,0.5692290664,0.6175738573,0.3516697586,0.4707106948,0.4842958748,0.301230669,0.3960658312
starbucks,2019-11,Barista,,,Former Employee,Fun,4,4,2,4,3,2,5,0.4987827539,0.4929246902,0.5242317319,0.5096164346,0.4842134714,0.5430857539,0.4978910089,0.4656492472,0.8045383096,0.4516268671,0.4635412693,0.2838693857,0.6862123013,0.7913156152,0.7336369753,0.007657050621,0.5303633213,0.4149574935,0.3426278234,0.04545210302,0.642921567,0.5686296821,0.3098663986,0.1891131848,0.4409605563,0.0534671694,0.4352339208,0.5140148401,0.6750888228,0.2990727425
starbucks,2019-11,Barista,,,Former Employee,Good benefits,4,3,2,4,3,5,2,0.5042547584,0.4852468073,0.5202023387,0.5181773305,0.5492152572,0.2723737657,0.5026149154,0.4701758325,0.5699116588,0.3485239744,0.681873858,0.5234083533,0.472085923,0.5596264005,0.530071795,0.005681594834,0.3419160843,0.3535676003,0.4119095504,0.02901229262,0.6081921458,0.3809835613,0.5560485125,1.21E-06,0.6632446051,0.005419453606,0.3757307827,0.4765304625,0.4179990888,0.06993509829
starbucks,2019-11,Barista,"Glasgow, Scotland",United Kingdom,Current Employee,"Great people, good job",2,5,5,5,3,4,5,0.4209783375,0.4082747698,0.6654472947,0.5495371819,0.5599865317,0.02197106555,0.524292469,0.4509494305,0.5527797341,0.184657082,0.7413468361,0.02119848132,0.5215166211,0.6658724546,0.4869815707,0.005837026518,0.8470903039,0.4342092872,0.9641243815,0.002218832262,0.6920775175,0.3013473153,0.2943000197,0.1932851672,0.4720713496,0.001482935739,0.288041234,0.4670246542,0.5517451167,0.3256932497
starbucks,2019-11,Partner,,,Former Employee,"Flexible Hours, Friendly Staff and Good Discounts",3,4,4,4,3,3,3,0.6049892902,0.4510964155,0.7363336682,0.3287354112,0.6235117912,0.003486129921,0.3604285419,0.3679459691,0.7235462666,0.02327324636,0.5917419195,0.4642088115,0.5162322521,0.402582556,0.7295798659,0.002332793316,0.2842915654,0.4319576919,0.2912269533,0.1535674036,0.6909772754,0.3674211204,0.4425798953,9.80E-07,0.2154046893,0.001055057859,0.3867547214,0.4030440152,0.6376265287,0.2398004383
starbucks,2019-10,Barista,"Sheffield, England",United Kingdom,Current Employee,Decent job for students,3,5,3,5,4,5,4,0.4402596056,0.5041441917,0.548278749,0.5238528252,0.5812085867,0.1393398196,0.4671086967,0.4025004208,0.5068827868,0.3945040703,0.8830094934,0.629024744,0.2876424491,0.003012953559,0.388902843,0.002026809379,0.1390647441,0.3698613048,0.365490824,0.024777418,0.6767559648,0.4091334641,0.2981303632,0.1369328946,0.2433942407,0.003039929783,0.3078970015,0.3785356879,0.3232002556,0.314932704
starbucks,2019-10,Barista,"Crewe, England",United Kingdom,Former Employee,Excellent part time job for fast-paced environment experience,4,4,4,5,5,4,2,0.6031028628,0.4778221846,0.6471902132,0.658852458,0.6090608835,0.06965465099,0.4259520769,0.3952312171,0.4546878636,0.08095764369,0.846932292,0.08251009136,0.664590776,8.48E-07,0.8191334605,0.1071003228,0.008897883818,0.2844867408,0.6540021896,0.00142312923,0.5133164525,0.4081762433,0.3681515157,0.428484261,0.5172460675,0.1980356574,0.3783304691,0.493206501,0.5857555866,0.4323167205
starbucks,2019-10,,,,Former Employee,Good benefits,3,4,2,4,3,5,3,0.5042547584,0.4852468073,0.5202023387,0.5181773305,0.5492152572,0.2723737657,0.5026149154,0.4701758325,0.5699116588,0.3485239744,0.6821424961,0.6815522313,0.3925306797,0.6939541698,0.5350804329,0.008741999976,0.1454474926,0.3072695732,0.1762084067,0.1299141049,0.9024504423,0.6832389832,0.1680025458,0.0145169301,0.5726343989,0.005331160966,0.2561997473,0.3640360534,0.3277721405,0.1101261452
starbucks,2019-10,,,,Former Employee,Fun and enjoyable,4,4,5,5,3,2,5,0.471688658,0.3740694523,0.5841671228,0.5167818069,0.4873248935,0.4559096396,0.472302705,0.4435607791,0.9789299369,0.3032427132,0.569088757,0.2414844334,0.4865100086,0.5939984918,0.5664944053,0.05064701661,0.3349303305,0.319666326,0.975053072,0.05045620352,0.5200072527,0.3454996943,0.2751549184,0.02824678831,0.4545658827,0.02573752776,0.2087462842,0.2700133324,0.467510283,0.2954295576
starbucks,2019-11,Barista,"London, England",United Kingdom,Current Employee,Good,4,3,,,,,,0.4854238629,0.495514065,0.5243846774,0.5077182055,0.5147767067,0.4531864822,0.5010190606,0.4863263369,0.5996932387,0.4588930905,0.4202269912,0.4887389541,0.4992095828,0.4790704548,0.5017331243,0.3008928299,0.5206038952,0.4561102986,0.7876424789,0.3316034079,0.496317178,0.3814992011,0.4740403593,0.4128318131,0.4013854265,0.06719581038,0.4427006841,0.4528166056,0.592330575,0.2519078553
starbucks,2019-11,Barista,,,Former Employee,average,3,3,,,,,,0.5305079222,0.52692765,0.4536110759,0.4821948111,0.4619201124,0.4161045551,0.4949868917,0.4833366871,0.523394227,0.5454384685,0.3597673476,0.337918222,0.6101499796,0.6897540689,0.6907488108,0.1076465026,0.4463521242,0.4444098771,0.5469956398,0.1680552661,0.5534887314,0.5231559277,0.4350507259,0.4730034769,0.5772197247,0.09771016985,0.3977150023,0.3730016053,0.5026785135,0.2853548527
starbucks,2019-11,Barista,"Carlisle, England",United Kingdom,Former Employee,Ok place to work generally,4,3,3,3,3,3,3,0.4545925856,0.4287680387,0.4451788366,0.5993006825,0.5171060562,0.1364691406,0.4509498179,0.4845996499,0.4550238252,0.268171072,0.321195513,0.3022776842,0.7434630394,0.568795979,0.643855691,0.1657027602,0.5546520948,0.4407706559,0.7512533665,0.1105602384,0.5269185305,0.4691576362,0.3652858436,0.4958294928,0.5124192238,0.009189994074,0.5053584576,0.4957654476,0.4563212395,0.3502143025
starbucks,2019-10,Senior Finance Analyst,"London, England",United Kingdom,Former Employee,Great Culture but slow career progression,3,4,,,,,,0.5146051645,0.4000761509,0.5261089802,0.4855381846,0.4080660343,0.05896205455,0.4694292247,0.4900780916,0.4463918507,0.297113657,0.728969276,0.08728316426,0.580363214,6.27E-06,0.3517409265,2.12E-05,0.6334653497,0.5674350262,0.5681433678,0.01063672733,0.9922323227,0.02091312036,0.03942868486,5.75E-07,0.3593779802,9.50E-05,0.1245173886,0.5075975657,0.02363803983,0.006176714785
starbucks,2019-10,Barista,,,Former Employee,Great,2,4,,,,,,0.4941681921,0.4989888966,0.560097456,0.5028497577,0.4812172651,0.4168068469,0.4977353215,0.484064877,0.5308471322,0.4096265137,0.484903872,0.4241218567,0.5333196521,0.6015841365,0.5790498853,0.08907654136,0.4296713173,0.472861588,0.3701521754,0.2067252696,0.5048325062,0.5215713978,0.348521173,0.4239827096,0.4335819185,0.2087477595,0.4744861722,0.4128159285,0.4546290636,0.4567763507
starbucks,2019-10,Barista,,,Current Employee,decent,1,4,,,,,,0.4712444842,0.5022460222,0.4749360979,0.4989137352,0.5090481639,0.503785491,0.4936846197,0.4844085872,0.5790074468,0.5010625124,0.5382989049,0.2938233018,0.5421962738,0.6322979331,0.6604063511,0.02074910887,0.298019737,0.4697705507,0.3858362436,0.1081246734,0.5110889077,0.3930501342,0.2919451892,0.4640708566,0.4288878143,0.1798221469,0.4252982438,0.437707454,0.6916367412,0.6240672469
starbucks,2019-10,Barista,,,Current Employee,Benefits,2,5,4,4,3,4,5,0.5374061465,0.5220635533,0.4806158245,0.4926407635,0.4974091947,0.3719771802,0.4969522059,0.4834230542,0.4912488163,0.4279276729,0.9089556336,0.7041937709,0.1066709012,0.6869235039,0.4654933512,0.003753712168,0.5272674561,0.4024198651,0.5163557529,0.1065663397,0.6958931684,0.5252239108,0.2529797852,0.2838656902,0.4257078767,0.02550718561,0.2631992698,0.4262090921,0.343467325,0.4151908159
starbucks,2019-10,,"London, England",United Kingdom,Current Employee,Barista,3,3,2,3,3,1,1,0.5088862181,0.5203607082,0.4912964702,0.4836214781,0.4690644443,0.4563826919,0.4853535891,0.4872877598,0.5938719511,0.5354609489,0.992736578,0.3391751349,0.06743732095,0.002083343454,0.7538945079,0.0002236371656,0.004589145072,0.4600202441,0.01533456054,0.00141344103,0.995120585,0.9433101416,0.05611265823,5.68E-07,0.003162604058,0.001597962575,0.004086639266,0.4618764818,0.09046697617,0.01105821226
starbucks,2019-10,Barista,"Glasgow, Scotland",United Kingdom,Former Employee,Brilliant,4,5,5,5,5,5,5,0.5018445253,0.5068131089,0.5346639156,0.4940524697,0.4947627783,0.5353857279,0.4947348237,0.4631562829,0.5729436278,0.4855754972,0.3163577914,0.2361568809,0.6920682788,0.6255469918,0.6603197455,0.2600678802,0.5000249743,0.3817642629,0.9964619279,0.1635065675,0.5205242634,0.4758903086,0.3977761567,0.5241678953,0.6130161285,0.05782146752,0.3681683242,0.3944067955,0.4718494415,0.4890932143
starbucks,2019-10,Shift Supervisor,"London, England",United Kingdom,Former Employee,Great company,4,5,5,5,5,5,5,0.5135684609,0.5294364095,0.56434232,0.5091574788,0.4564031065,0.2949878871,0.5034949183,0.4840077758,0.4752959311,0.3064805269,0.4352941811,0.4897942841,0.6340352893,0.4642684162,0.5803138018,0.2288222015,0.4756595492,0.4375013113,0.955363214,0.2561218441,0.529753089,0.4288756251,0.4162329137,0.4152370989,0.5488064885,0.1827005595,0.4484549463,0.4251321852,0.7005543113,0.2437455952
starbucks,2019-10,Barista,,,Former Employee,Barista,5,4,,,,,,0.5088862181,0.5203607082,0.4912964702,0.4836214781,0.4690644443,0.4563826919,0.4853535891,0.4872877598,0.5938719511,0.5354609489,0.565710783,0.4351764917,0.4829711318,0.4166668952,0.486412406,0.1096111536,0.4773934186,0.3912661374,0.9623070955,0.1801328063,0.6398881674,0.05609886721,0.1091248542,9.59E-07,0.08186069131,0.01699454896,0.5059755445,0.2144998759,0.5155897141,0.5262941718
starbucks,2019-10,Barista,,,Current Employee,Not bad,1,3,3,3,2,4,3,0.4572817981,0.4576724172,0.4319269061,0.4755129814,0.501269877,0.3364184797,0.499519527,0.5193886161,0.5772972703,0.652412951,0.6469107866,0.5266654491,0.2870410085,0.1873603165,0.5594083071,0.001927547273,0.3009961843,0.3556835651,0.5142630935,0.1026647314,0.6421910524,0.2904016078,0.4323550463,0.1100124568,0.3873042762,0.02847266756,0.429310739,0.470159322,0.5786039829,0.1259781122
starbucks,2019-11,Supervisor,,,Current Employee,Wouldn’t recommend,3,1,1,1,1,1,1,0.5133756399,0.4843754768,0.464289695,0.3632829785,0.4915001392,0.3465173244,0.4476697743,0.4716930389,0.5174050927,0.447080642,0.4754102528,0.4826754034,0.5320180058,0.4458091557,0.5149418712,0.06460271031,0.4531803727,0.4767550528,0.572424233,0.275431335,0.540697813,0.375251323,0.4096120894,0.004919549916,0.3550799489,0.006237803027,0.1371019185,0.465682745,0.3061849475,0.7151452899
starbucks,2019-10,Barista,,,Current Employee,Highly Recommend,4,5,4,5,4,5,5,0.5576919913,0.5496424437,0.5439448953,0.4987092018,0.4908515513,0.448124975,0.4746356606,0.505805552,0.4611413777,0.3761426806,0.9891898632,0.01828086562,0.1161517799,8.57E-07,0.3280264437,0.4349712133,0.007413519081,0.292576462,0.9238551855,0.003134703264,0.6725390553,0.556501925,0.2900499403,0.1025405526,0.397423625,0.005699893925,0.3782550693,0.3554312885,0.4704780281,0.342813164
starbucks,2019-10,Shift Supervisor,"Glasgow, Scotland",United Kingdom,Former Employee,Not worth it for the extra hassle,2,2,2,3,3,4,3,0.5047870278,0.3891535401,0.4030162692,0.5008434653,0.5708895922,0.07714122534,0.4154204726,0.3531501889,0.6338558197,0.2630946338,0.5249041319,0.60335958,0.4316477478,0.468490392,0.6843655109,8.89E-05,0.363748759,0.4686124921,0.1542347372,0.05824970454,0.5629435182,0.5211245418,0.3924483955,0.3989366889,0.4606869817,0.2143038064,0.506550014,0.4058022499,0.5649310946,0.2130849659
starbucks,2019-10,Barista,"Belfast, Northern Ireland",United Kingdom,Former Employee,good company,3,5,,,,,,0.4897720516,0.5152814984,0.5266646147,0.5331199765,0.526325345,0.4026808143,0.5139718056,0.4824694693,0.5651669502,0.3684713244,0.5253906846,0.5100942254,0.5570038557,0.6263987422,0.591752708,0.1818352044,0.4790118039,0.4110445082,0.4431094527,0.1442489922,0.4420160949,0.470978111,0.3976317644,0.3475690484,0.379365623,0.0681560263,0.4501569569,0.4621013999,0.3703425229,0.6938553452
starbucks,2019-10,Supervisor,"Glasgow, Scotland",United Kingdom,Current Employee,Coffee,3,3,2,4,4,4,5,0.5182516575,0.5280501842,0.4729604423,0.4847092628,0.4834866822,0.5209172368,0.4890136123,0.4691472352,0.5468741655,0.4955906272,0.6390436888,0.5287878513,0.4297199249,0.4006331861,0.5361304283,0.01405784953,0.4115106165,0.468675226,0.2264788449,0.214005664,0.4590525031,0.2602807581,0.6095650196,0.7023400068,0.6822681427,0.1002471372,0.3957310915,0.4151211977,0.478251338,0.1627458185
starbucks,2019-10,Barista,"Exeter, England",United Kingdom,Current Employee,Fine Place to work,2,4,3,3,2,3,3,0.5154566169,0.5350912809,0.4840461016,0.4806083739,0.4922945797,0.2658848464,0.4711593688,0.4793703854,0.3266039789,0.3165509403,0.7198008895,0.6445356011,0.2991099656,0.04167062789,0.3305486441,0.008268610574,0.2810820937,0.3541784585,0.5737069249,0.2250628471,0.5393058062,0.4388671219,0.4562391937,0.4358810782,0.5350279212,0.2164496481,0.4357306361,0.4738321006,0.4094680548,0.3474808037
starbucks,2019-9,Barista,"Fleet, South East England, England",United Kingdom,Former Employee,My role included making coffees and serving customers on till and drive through at Fleet Services Starbucks.,1,5,4,4,3,4,4,0.8980711699,0.3079719543,0.225905627,0.6605173945,0.3326718211,4.16E-05,0.3889290988,0.4020293653,0.05858647823,0.0504027158,0.7162979245,0.01591031067,0.9242848754,0.5413110256,0.8221350908,0.001042039017,0.932022512,0.3698993921,0.9986243248,0.001095536514,0.6826294661,0.01837895252,0.1051012352,5.56E-05,0.159065336,2.93E-05,0.5559526086,0.5329258442,0.2405492961,0.1604375541
starbucks,2019-9,Shift Supervisor,"London, England",United Kingdom,Current Employee,Good for students,1,4,5,4,3,4,4,0.4730296731,0.4566626549,0.611969471,0.5311129093,0.5713335872,0.139356941,0.4786875546,0.4332589805,0.5943646431,0.3339027762,0.8832881451,0.4396909177,0.2273093313,0.6835157275,0.554050684,0.001630745945,0.03974346444,0.2367085963,0.3905667961,0.02067003399,0.9838525057,0.938526094,0.08390951902,8.50E-07,0.1863403022,0.07469007373,0.009650504217,0.3028583527,0.2917071879,0.05333420262
starbucks,2019-9,Barista,"London, England",United Kingdom,Former Employee,Excellent position - dependent on management,2,4,3,4,2,3,1,0.608615458,0.6262994409,0.4896710813,0.5362346768,0.5022938251,0.3922030628,0.468369633,0.4903182685,0.1856162101,0.1768527776,0.8721991181,0.5101361871,0.5081974864,0.09485806525,0.6750906706,6.35E-05,0.09106179327,0.4261820912,0.03374762461,0.1072548628,0.8068395853,0.2095599174,0.289737165,3.10E-05,0.3245384395,0.002954372205,0.1753362268,0.4497647285,0.4835251272,0.3409815431
starbucks,2019-9,Barista,"London, England",United Kingdom,Former Employee,Good company,5,4,4,4,1,4,1,0.4970557988,0.5197421312,0.5266646147,0.5193431973,0.5061910748,0.3444794118,0.5010618567,0.4824694693,0.5681003332,0.3684713244,0.4090882838,0.3229172826,0.4472928941,0.3950563669,0.4883678257,0.03063524328,0.4625534117,0.5119617581,0.9725503922,0.6097734571,0.531252265,0.4529076517,0.5390164256,0.4451414943,0.5794827342,0.2216222137,0.4260919094,0.4659778476,0.4233255982,0.4097597301
starbucks,2019-9,Barista,,,Current Employee,Barista,3,4,,,,,,0.5088862181,0.5203607082,0.4912964702,0.4836214781,0.4690644443,0.4563826919,0.4853535891,0.4872877598,0.5938719511,0.5354609489,0.5481603146,0.656165719,0.5169071555,0.4284397066,0.5302712917,0.01886035316,0.4658968449,0.3987720907,0.579892695,0.2980529368,0.5962402821,0.6575436592,0.4219481647,0.3413519561,0.5379027724,0.1959991455,0.4383481145,0.4028230608,0.3317385316,0.3516207933
starbucks,2019-9,Barista,"Reading, England",United Kingdom,Former Employee,Flexibility,3,4,4,4,3,4,,0.5214871168,0.5372834206,0.5108132362,0.4899556935,0.4996851385,0.4361573458,0.497033298,0.4851863384,0.5012711287,0.4299852848,0.6722861528,0.6717509031,0.3903855681,0.4702576399,0.5780636668,0.04490536824,0.4040957689,0.4056396186,0.3848159015,0.08059343696,0.5063331723,0.428299278,0.5081047416,0.5112550855,0.5575737357,0.2656168342,0.4104369879,0.4040034115,0.5888892412,0.2382584363
starbucks,2019-10,Barista,,,Current Employee,good if you're a student and need a part time job,4,3,3,4,3,3,4,0.4851720929,0.3687589467,0.3864178061,0.6280037761,0.7544121146,0.0105556827,0.2561516464,0.3827753663,0.3189348876,0.2167371362,0.7612271905,0.2576907873,0.3361223042,0.7821967602,0.6542158723,0.01457297429,0.1104217991,0.3480408192,0.2808190286,0.01240551565,0.9401272535,0.4186625183,0.1133037135,8.45E-07,0.2054992616,0.06121137738,0.009871882387,0.3539180458,0.2639309168,0.1415064484
starbucks,2019-9,Product Manager,"London, England",United Kingdom,Former Employee,"Fun, fast paced",2,4,4,5,3,4,4,0.5294020176,0.4340519607,0.525354445,0.4471987188,0.4407592714,0.3415029645,0.473801285,0.4360338748,0.9749888182,0.3160018027,0.4197666347,0.3120246232,0.7215227485,0.6131655574,0.8086477518,0.0223900564,0.5468114614,0.5386779904,0.2693215907,0.1207095981,0.6449455619,0.4643754363,0.4252151549,0.1334708482,0.3073670566,0.03165634722,0.4041606486,0.4740008414,0.3596870601,0.3717443049
starbucks,2019-10,Barista,"Canterbury, England",United Kingdom,Former Employee,Fast-paced,3,3,2,2,4,3,4,0.5352395177,0.4709847569,0.5143771172,0.4865575731,0.4630463123,0.4087046683,0.4710223377,0.4794458449,0.1883898675,0.4849202335,0.9665528536,0.03834505379,0.07538753748,5.76E-07,0.3438070118,0.002151108813,0.004750638735,0.2279424816,0.08679720014,0.03310995921,0.9086056352,0.1675096601,0.07983203977,5.72E-07,0.5602815151,0.0001236651442,0.1563823223,0.2936287224,0.1666080058,0.01895739883
starbucks,2019-10,Barista,"Kingston upon Thames, England",United Kingdom,Former Employee,its ok - wouldn’t recommend for forever,2,3,3,3,2,4,3,0.4201305807,0.4047091007,0.4888898134,0.6865640879,0.5766911507,0.02670467831,0.3781526685,0.418173492,0.4296901524,0.184642747,0.5020546913,0.5433861613,0.5981593132,0.7029660344,0.6437687278,0.1535446495,0.4074106812,0.4053628743,0.3858933449,0.0928581655,0.6012176275,0.7522898912,0.2418375015,2.51E-05,0.1744604856,0.006399663165,0.210674569,0.465769738,0.3707557023,0.851149857
starbucks,2019-10,Barista,"Loughborough, England",United Kingdom,Former Employee,Hard at times but easy at others.,3,3,3,3,3,3,3,0.5969032645,0.357519269,0.2241510451,0.1853621006,0.422637105,0.01123618707,0.4943767786,0.4377945662,0.4631481469,0.2937141061,0.6869716644,0.4894841015,0.4410742819,0.4988217056,0.4463980198,0.001189186005,0.3345632553,0.5208262801,0.08521935344,0.1629068553,0.5516098738,0.4508407414,0.2439220548,0.1903339177,0.3897520006,0.02776708826,0.2573829591,0.4808210433,0.04152799025,0.8240203857
